package_weight,packaging_type,handling_quality,distance,route_type,weather_condition,num_transfers,is_damaged
3.198083930243585,bubble_wrap,4,636.1799149550668,mixed,clear,1,1
4.12491875062017,bubble_wrap,6,897.3097040973826,urban,clear,1,1
3.1948801633118094,cardboard,3,251.29691216120753,urban,rain,2,0
10.556834553526812,cardboard,3,415.3065539863341,highway,clear,3,0
4.9595083257861985,bubble_wrap,6,129.1824431804747,mixed,clear,0,0
1.826867213132299,plastic_container,1,486.6920469328337,urban,clear,5,1
7.4676347363095665,wooden_crate,1,10.0,highway,rain,0,1
1.3374690500869333,cardboard,5,335.34452846032195,urban,snow,6,0
5.626590785014266,plastic_container,1,516.7009554768345,highway,rain,0,0
0.5,plastic_container,10,1251.6887343333967,rural,snow,2,1
1.0154418533047087,cardboard,8,240.09633452861576,mixed,rain,4,1
5.590583707607371,cardboard,2,724.4897334728163,mixed,clear,3,1
7.215399739986231,wooden_crate,6,455.2624803917357,urban,clear,1,0
5.514104843569911,plastic_container,10,1308.7308910411434,mixed,rain,3,1
4.653055152835279,fragile_box,10,254.06269937806508,urban,clear,3,1
4.096688913232134,plastic_container,5,192.16649122350262,highway,clear,2,0
0.5644340288977183,bubble_wrap,10,1090.8124380488628,mixed,clear,3,1
2.840467374815874,bubble_wrap,4,25.24912179278619,urban,rain,1,1
3.618083687120637,cardboard,1,73.31433316356805,urban,clear,1,1
8.171366678656748,cardboard,3,42.99927299301303,mixed,snow,2,1
6.030854868705385,bubble_wrap,4,926.1050396799841,highway,rain,0,0
0.5,bubble_wrap,2,10.0,rural,rain,3,1
5.972251908184385,bubble_wrap,2,989.010147170035,mixed,storm,1,1
3.8447531587510504,wooden_crate,2,300.0723720205833,urban,clear,4,1
2.9692339990821237,cardboard,1,10.0,highway,rain,2,1
6.835028866522604,bubble_wrap,10,256.78567592488236,urban,snow,4,1
8.092998567487854,cardboard,2,103.38961573489657,highway,rain,1,1
7.7938403573485955,bubble_wrap,6,489.61591474904037,urban,rain,0,0
2.4823474303320845,wooden_crate,3,568.7162532929264,rural,clear,1,0
4.072362872446356,wooden_crate,10,334.25418266441034,urban,rain,3,0
5.993790294210692,fragile_box,5,20.68165666992186,urban,clear,2,0
7.926635381367078,cardboard,1,533.7440615128232,urban,storm,3,0
3.56247728646413,bubble_wrap,8,922.702870972287,urban,snow,2,0
4.4430230700085485,cardboard,4,637.0622401380427,mixed,snow,0,1
1.6809950779819154,bubble_wrap,9,885.8546685033983,urban,rain,2,1
1.4113801277579876,plastic_container,4,111.89032933130586,mixed,clear,1,1
7.437577467182594,wooden_crate,2,1098.6080171405274,urban,clear,1,1
9.068720085712469,plastic_container,3,194.44667859713115,urban,snow,2,0
4.783969635258998,cardboard,5,10.0,highway,clear,2,0
8.010598693676073,plastic_container,10,927.0035764223976,urban,clear,0,1
6.084908075142902,cardboard,6,1422.11771858289,rural,rain,3,1
3.0646407361846273,plastic_container,7,532.915067897934,highway,clear,1,0
6.084186816525242,cardboard,4,131.61613033483818,mixed,rain,2,0
9.614109699397908,cardboard,7,145.00536702877898,urban,clear,2,1
4.892521882670145,bubble_wrap,10,314.23515334267097,mixed,rain,2,0
9.693930967442018,plastic_container,3,1140.5638765755407,highway,snow,1,0
0.5,cardboard,7,81.0228478908803,urban,clear,2,0
7.465707513125672,cardboard,4,874.2743334915656,highway,clear,4,0
5.261141204714514,plastic_container,8,172.1634681765263,highway,clear,2,0
4.102977948602398,cardboard,9,826.6587712689263,mixed,storm,5,1
5.275282329606507,cardboard,7,1264.562186647344,highway,clear,3,1
0.5,bubble_wrap,8,278.8659198354885,urban,clear,2,0
4.340984336487464,cardboard,8,227.1050267580955,highway,rain,2,0
6.07133771453524,plastic_container,2,810.3033230218092,urban,clear,2,1
9.433682134224547,wooden_crate,9,376.9614694265672,mixed,storm,5,1
3.445189345179058,bubble_wrap,6,576.7175577349076,rural,snow,2,0
2.5745191913204373,fragile_box,4,487.5286208642326,rural,rain,0,1
3.4947288692463903,bubble_wrap,5,82.96167996770858,urban,rain,7,1
7.746206353106222,cardboard,10,931.4892808127654,mixed,clear,4,1
5.986253328979053,cardboard,5,108.93816837130552,rural,rain,1,0
3.4107193886988836,bubble_wrap,7,1346.2026915195806,urban,rain,5,0
6.539802299340068,cardboard,9,144.222042302754,urban,clear,0,1
5.291232648044121,plastic_container,7,661.905800694541,mixed,clear,3,0
7.9059349715986675,wooden_crate,9,167.49544262757868,urban,storm,0,1
2.893840718367943,cardboard,4,191.20551023238409,rural,clear,4,1
4.017013560206696,bubble_wrap,10,185.53318329309195,urban,rain,2,1
3.823675540603527,wooden_crate,10,688.9493597306675,highway,clear,4,0
0.6094551556036443,plastic_container,4,406.8841275363129,rural,clear,0,0
5.888360831193728,plastic_container,6,1072.587533224278,rural,snow,1,1
5.783165816539668,bubble_wrap,8,183.63162941313922,urban,clear,1,1
5.015340369927383,wooden_crate,9,588.8156086333746,rural,rain,1,1
4.29623859987456,bubble_wrap,1,699.0794327368695,highway,clear,2,0
0.7538877738487573,bubble_wrap,1,82.13205691732838,rural,clear,4,1
3.7380640317039227,cardboard,8,255.90418435066582,mixed,storm,4,0
3.9718564504196916,cardboard,7,329.6797288866605,mixed,rain,0,1
2.5931681923351433,bubble_wrap,9,219.78562561850157,urban,storm,2,0
4.516142865001973,cardboard,3,194.38703779197834,urban,storm,3,1
6.212152570443616,cardboard,10,579.8502150053039,mixed,storm,1,0
10.65855770363159,wooden_crate,5,121.58793100072404,urban,snow,0,1
5.523733438495517,cardboard,3,617.8878406581696,urban,clear,0,0
5.772651172168294,bubble_wrap,5,1367.0240924131795,mixed,storm,0,0
4.776662252701499,bubble_wrap,10,416.43171134410187,urban,clear,2,0
0.5,fragile_box,1,472.64642434896456,urban,clear,1,1
4.920458373652349,bubble_wrap,4,35.711859368273394,highway,clear,1,1
5.180690629823079,cardboard,6,999.3066000914433,highway,clear,1,0
12.389726337455858,bubble_wrap,2,168.04960414237328,highway,rain,1,0
4.422917105656633,plastic_container,7,477.3224255013984,mixed,clear,4,1
5.904642027000837,fragile_box,8,1934.294287022548,urban,clear,1,1
4.89586469088427,bubble_wrap,1,452.55498580442514,urban,clear,1,1
1.493965887141404,cardboard,4,644.9641648513339,mixed,clear,1,0
8.42846844354506,plastic_container,4,294.68160990736567,rural,rain,1,0
7.255799098060322,cardboard,5,31.13233735149577,rural,clear,3,0
7.373095841129141,bubble_wrap,4,798.7530637953665,highway,clear,2,1
2.2718376356157832,bubble_wrap,9,17.812988440581446,mixed,clear,2,1
9.208382932808298,cardboard,7,603.0839874551796,highway,clear,3,0
0.7944468116231569,cardboard,2,11.594178514330672,highway,rain,2,1
6.760571281400811,cardboard,1,991.3579514249392,highway,clear,1,1
11.571366877429936,wooden_crate,9,85.77154832843483,highway,clear,3,0
2.028391024607935,plastic_container,1,361.05272188640504,highway,clear,0,1
3.3011068111916844,cardboard,6,454.5963717542499,rural,clear,4,0
5.298954095262924,plastic_container,2,305.8254486490348,highway,storm,3,1
3.4895730376514025,cardboard,4,208.33645780868702,rural,clear,3,1
0.5,bubble_wrap,6,315.3813916106591,highway,snow,1,1
5.205688924418082,cardboard,5,186.5588032353215,highway,rain,2,0
1.8130888588216854,plastic_container,6,288.23557611027394,urban,clear,4,0
6.420777291905544,wooden_crate,3,222.29504590029228,mixed,storm,3,0
2.2417272972985907,wooden_crate,5,417.59139992349924,mixed,rain,1,1
9.649803215052618,plastic_container,2,135.85460181742695,mixed,rain,0,1
2.650240122991289,bubble_wrap,7,2239.557613675224,rural,clear,1,1
4.033815451382973,fragile_box,3,347.44430136003535,rural,rain,0,0
7.44055165210901,wooden_crate,1,107.93632265007142,rural,clear,5,1
1.3074070506981341,plastic_container,8,324.15072564904654,rural,clear,2,0
5.682379803812388,bubble_wrap,8,1006.5091346192869,highway,snow,2,0
8.921428262847284,cardboard,3,11.024037707906068,urban,snow,2,1
0.5,bubble_wrap,7,569.0209376243338,urban,clear,0,0
5.553901575596913,cardboard,9,397.0009278283256,urban,rain,1,1
5.779648382745271,bubble_wrap,8,92.89859151774873,urban,rain,0,1
7.3454686153319315,bubble_wrap,3,850.4380072965874,highway,clear,2,1
1.2891478673657542,bubble_wrap,2,230.13329215156597,urban,clear,5,0
1.038630160747171,cardboard,10,173.92983417724588,highway,clear,1,0
6.565824696850693,cardboard,7,880.4944634101288,mixed,rain,1,1
5.890954019699558,bubble_wrap,7,508.78126192728223,highway,snow,3,1
5.751478551037629,fragile_box,9,1142.6628665450412,highway,clear,1,1
6.039344628490927,cardboard,5,496.9690041640633,mixed,rain,1,0
2.9599258352645275,bubble_wrap,4,675.111720781356,urban,rain,1,1
5.696761091483011,wooden_crate,8,905.3057168281194,highway,rain,2,0
5.879217419896044,bubble_wrap,4,28.147435940381822,urban,clear,3,0
2.8569457459208967,cardboard,4,748.1639086986859,highway,rain,2,0
10.59732353343427,bubble_wrap,2,475.5788943830867,highway,snow,2,1
6.421498762735363,cardboard,1,36.02079088992457,highway,clear,3,1
1.426089508392054,fragile_box,4,355.22594543112183,urban,clear,2,1
6.969660825901489,cardboard,7,43.028504263308626,mixed,snow,2,1
2.075954989318036,cardboard,9,665.8031011796033,urban,clear,4,0
7.361253811227356,cardboard,9,395.3818943508728,rural,snow,1,1
8.475786737022212,cardboard,10,1534.9428339636145,highway,clear,3,0
2.5379530449448686,wooden_crate,1,101.14094566455677,urban,clear,4,1
7.8901283877329655,cardboard,5,465.74463908144156,mixed,clear,2,1
6.238342780809495,cardboard,7,118.86352179908863,highway,clear,3,0
7.4661804799834695,bubble_wrap,7,476.04313895326294,mixed,clear,2,1
10.690378947961843,cardboard,10,641.236979663948,urban,rain,2,1
4.263835651991388,cardboard,6,640.6147373712165,mixed,clear,3,1
2.738791506927531,plastic_container,10,843.8997417703644,urban,storm,3,1
2.33145671112343,wooden_crate,4,960.5363811351605,urban,rain,4,1
2.552569145103685,plastic_container,3,40.210241238780704,rural,clear,2,1
4.768694871757687,plastic_container,9,210.23898748195188,rural,clear,1,0
6.023455924449932,wooden_crate,10,580.971801961694,highway,rain,3,0
5.830072397990057,cardboard,4,345.1618724952657,mixed,clear,1,1
7.481549747108072,wooden_crate,8,105.77794093641506,highway,clear,1,0
5.039005675633721,plastic_container,1,402.2735820908918,highway,snow,1,1
9.360602231471951,wooden_crate,7,261.64790447169105,urban,clear,3,1
4.206029500286132,bubble_wrap,6,247.1795370183094,rural,clear,2,0
13.160507499768856,cardboard,1,829.7179110859611,mixed,rain,1,1
6.877002043295018,plastic_container,4,261.7851920100842,urban,rain,0,1
2.4285273307511526,wooden_crate,5,13.405361159639554,highway,clear,0,0
1.7873225058166629,fragile_box,8,29.908622702144047,rural,snow,2,1
6.4474172457295555,cardboard,4,969.8190755309477,highway,rain,1,1
4.329611644022448,cardboard,3,1617.0050107915076,urban,rain,2,0
7.142001482276276,cardboard,2,583.0324641930033,urban,clear,2,1
6.419712873720634,wooden_crate,4,226.56798107329755,highway,storm,1,0
4.781513262029382,cardboard,10,1395.1752935394352,urban,clear,5,1
2.459618845794785,cardboard,4,543.5441029246392,urban,rain,0,1
0.5,fragile_box,10,930.0198483509124,rural,clear,4,0
3.660455143798937,cardboard,5,725.901591702655,rural,rain,3,1
7.569196382970417,plastic_container,7,238.3242816177681,highway,clear,3,1
5.642281232390612,cardboard,9,325.71690453385935,highway,clear,0,0
1.262783663864036,plastic_container,2,102.97863898181971,highway,snow,5,1
5.519542777553546,bubble_wrap,5,172.665550681742,highway,clear,2,0
6.15595213918651,plastic_container,10,752.8220496015967,rural,clear,0,0
2.348427691396601,plastic_container,9,1122.056177742667,mixed,rain,1,0
5.461175317836584,cardboard,3,644.5120032233024,rural,rain,4,1
5.174626155337999,cardboard,1,312.9066257248395,rural,clear,2,1
1.571089106508131,cardboard,2,45.24102491907781,urban,clear,5,1
6.07336208104485,wooden_crate,6,29.316900154693883,urban,storm,5,0
6.682353579104703,plastic_container,5,234.4625572162731,mixed,rain,2,1
8.249153729525831,bubble_wrap,1,311.6442794878769,mixed,clear,2,1
8.161406156104709,bubble_wrap,1,469.6781316504345,urban,snow,2,1
0.8669918961287273,cardboard,4,10.0,highway,rain,3,1
2.1865248802546318,plastic_container,4,2288.918116128541,rural,clear,2,1
6.545105801625979,fragile_box,6,226.23031249110406,highway,clear,0,0
6.541357852736626,cardboard,6,942.2488701571197,rural,clear,1,1
6.545143058918144,bubble_wrap,10,382.8231376192147,mixed,snow,2,1
16.558194471964164,cardboard,6,69.88365755147012,highway,clear,2,0
6.712671532079501,bubble_wrap,1,798.6695805314051,mixed,clear,1,0
8.406696920541798,bubble_wrap,10,618.6391201670674,mixed,snow,5,0
7.8620052904796065,cardboard,9,374.791135602724,mixed,clear,0,0
6.954173753917394,bubble_wrap,7,361.3426755809552,urban,rain,2,1
4.054192266078963,cardboard,7,45.77242195662414,highway,clear,1,0
7.276907661479802,bubble_wrap,7,533.3373075016586,urban,rain,2,1
2.6815243563872846,bubble_wrap,2,1210.9386345330345,urban,clear,1,0
4.289544179779973,cardboard,2,48.941448774929526,highway,clear,3,1
3.54390935651269,wooden_crate,6,152.93079529255675,urban,rain,3,0
5.245622418158968,wooden_crate,7,1162.9676673744725,rural,rain,0,0
11.943975700020527,cardboard,3,167.27777419496417,highway,rain,1,0
0.5,cardboard,4,530.5768600032955,urban,rain,1,0
7.05878057112354,wooden_crate,3,382.66345334959857,highway,rain,2,1
0.5,fragile_box,7,453.57581672798227,rural,rain,7,1
3.5842044026316997,cardboard,7,268.7464457832261,rural,rain,2,0
8.266851790902098,cardboard,4,178.33137954484906,highway,rain,3,1
5.192840057286388,cardboard,7,24.875374324582875,mixed,rain,3,0
1.7667656662120814,bubble_wrap,5,681.8379281128388,highway,rain,1,0
2.854088872220095,cardboard,1,685.3945205362996,urban,clear,0,1
7.038793246804028,cardboard,10,555.4321293501305,rural,clear,1,0
2.8089001048485898,wooden_crate,4,515.8981959033825,rural,clear,1,0
5.649375768745925,bubble_wrap,7,139.66990449242707,highway,storm,1,0
5.136715519711442,cardboard,2,11.299182085347972,mixed,rain,1,1
3.045198957182549,bubble_wrap,2,826.9964456618131,mixed,rain,5,0
11.431832267975977,bubble_wrap,1,337.78973588382013,urban,clear,5,0
6.901757066954033,cardboard,2,183.24586471877095,urban,clear,2,0
0.5,cardboard,10,53.754692958072056,highway,snow,3,0
5.559362944308283,plastic_container,8,32.38745635200182,urban,snow,3,0
3.014640605694836,cardboard,8,214.52046465117255,urban,clear,2,1
7.557300004388672,wooden_crate,8,816.7041214318074,rural,rain,0,0
2.622437784701898,plastic_container,1,1254.9507124154816,urban,clear,2,0
4.655790675599303,cardboard,1,1135.3076319098802,rural,clear,2,0
6.514961836941371,cardboard,10,1262.86953936669,highway,rain,2,0
7.5972655825103645,bubble_wrap,4,1191.4928743122607,highway,rain,2,0
1.3991107788326715,plastic_container,6,374.5675826806417,highway,rain,3,0
3.996496292477155,plastic_container,8,123.85622922872432,highway,clear,2,1
3.5751640665171314,wooden_crate,2,799.8591081390704,urban,clear,3,1
3.040012302278864,cardboard,3,120.21669063434669,rural,clear,1,0
10.296362720843291,wooden_crate,6,155.44619787162867,rural,clear,2,1
6.214945132882867,bubble_wrap,10,132.80005627541956,urban,rain,5,1
1.2173481369948647,bubble_wrap,4,361.7850538316096,rural,clear,0,0
7.753585841164329,cardboard,2,194.17680533460072,urban,clear,1,0
11.3664685910379,cardboard,7,83.7101961059489,urban,clear,3,0
8.09739578165344,wooden_crate,4,301.81177519737435,urban,rain,1,0
0.5,bubble_wrap,8,1035.368721387656,rural,rain,2,1
3.547297781401246,cardboard,8,422.6283033568483,highway,rain,3,1
8.800733447559868,cardboard,7,1053.244446385157,highway,clear,1,0
2.876991603143658,plastic_container,10,108.99852432799794,urban,clear,2,0
6.3314582844386855,wooden_crate,9,91.34513658427403,mixed,clear,5,0
7.323902160288011,cardboard,4,428.5124878587103,rural,clear,3,1
2.219208585265751,cardboard,7,311.184925858762,rural,clear,1,0
4.8214239318146,cardboard,10,539.6587799402085,rural,clear,3,0
0.5,plastic_container,10,791.4632117130614,urban,rain,4,1
1.9268370759971303,bubble_wrap,1,695.7686318772779,rural,storm,3,1
4.242295545820519,bubble_wrap,4,1425.9127157828316,mixed,clear,2,0
1.2566504541054515,bubble_wrap,2,253.96192661950556,highway,snow,4,1
9.897233911794906,cardboard,9,115.57950865727459,urban,clear,3,1
0.7095758661181018,plastic_container,5,400.2689221738651,highway,rain,0,1
3.6798665399090487,bubble_wrap,3,58.68456577079735,urban,rain,2,1
5.392221731858274,cardboard,4,170.43674028293498,mixed,storm,1,1
9.323819867198345,cardboard,6,116.52627639558408,urban,clear,3,1
0.6924135464616814,bubble_wrap,10,252.5574114019678,urban,clear,1,1
8.489491256464879,plastic_container,1,58.950844786486655,mixed,clear,1,0
5.030699183058761,cardboard,7,16.17985901551015,urban,clear,1,1
2.055474046856147,plastic_container,8,534.7122212470988,urban,storm,0,0
6.386310422789812,wooden_crate,7,471.1235747987696,mixed,rain,0,0
5.59717908672041,cardboard,7,616.1157329247825,urban,rain,2,1
3.199349368523616,cardboard,9,539.9734484062279,rural,rain,3,1
5.209406254970057,cardboard,4,60.68549046297357,highway,snow,1,0
3.8440592094147195,wooden_crate,7,172.0055079344783,highway,clear,3,0
5.340552035753744,cardboard,9,69.35904438268092,urban,clear,3,0
6.98639202356314,cardboard,5,925.666852975851,urban,snow,1,0
9.758050448436055,bubble_wrap,2,686.9925269362316,mixed,clear,3,1
1.2865535035194529,wooden_crate,5,112.52706447683009,mixed,clear,1,0
11.3991001239688,cardboard,4,208.75055590389834,mixed,clear,2,0
0.5,bubble_wrap,8,1699.8241749789577,urban,rain,3,1
4.54464471489325,bubble_wrap,5,450.89735176210684,mixed,rain,1,1
6.764951619453729,bubble_wrap,9,807.6163280417297,rural,clear,6,0
5.8429756032050975,plastic_container,9,153.66425961512215,urban,rain,5,0
3.1319014405382184,cardboard,3,117.89466166678902,rural,rain,2,1
4.375633248928175,plastic_container,10,766.0461782799265,highway,storm,1,1
3.520997196023502,wooden_crate,6,578.9780910088487,highway,rain,1,1
3.2319057291673654,bubble_wrap,6,571.2474955833469,mixed,rain,1,1
7.548806291063074,wooden_crate,4,402.189764008389,rural,rain,0,1
6.071046457895142,bubble_wrap,10,414.573199626554,urban,clear,2,0
2.9212712142180375,cardboard,3,665.3305092724531,urban,clear,1,1
7.698799626299753,wooden_crate,1,157.35707182081705,mixed,clear,1,0
5.921898562629828,bubble_wrap,7,217.52559523540228,rural,clear,3,0
7.438586356516881,bubble_wrap,5,1026.445651753072,urban,clear,1,0
6.888886525770837,cardboard,10,184.71019805485682,highway,clear,4,1
2.513014967233783,plastic_container,7,395.1700944041375,highway,clear,2,1
3.319456879409091,bubble_wrap,1,606.4049752441609,mixed,clear,1,0
7.241880815369786,cardboard,8,4747.858107420586,urban,clear,0,1
6.831110796300394,bubble_wrap,3,285.72265589212356,urban,rain,2,1
4.937295218107556,wooden_crate,7,279.389336253992,urban,snow,0,1
5.351982149926346,wooden_crate,3,924.4455587376935,mixed,rain,2,1
8.832994687365275,bubble_wrap,3,818.6695561231232,rural,clear,1,1
3.22528583349251,plastic_container,10,656.6630137035949,rural,clear,0,0
6.641292143510114,cardboard,9,311.092453058773,urban,clear,1,1
4.393422042698318,bubble_wrap,2,195.73607403019147,highway,clear,1,0
4.346956390318339,plastic_container,4,469.1793268024088,mixed,rain,2,1
8.296330555961571,plastic_container,6,1044.6380438699903,mixed,clear,2,0
7.47624904696409,wooden_crate,3,1076.1242310289779,mixed,rain,0,0
7.440528908001916,plastic_container,10,57.42399266895751,mixed,rain,1,0
8.916436421462986,cardboard,10,279.6144297374544,mixed,clear,4,0
5.063011524898277,plastic_container,7,312.4844795239305,rural,rain,1,1
7.045858913884892,cardboard,7,1899.690302864401,mixed,clear,0,0
4.069199730219632,cardboard,5,566.59878480691,rural,clear,2,0
5.972499057465326,cardboard,3,261.48825489507027,highway,rain,3,1
4.609570836896946,bubble_wrap,2,13.201704151206444,urban,storm,5,1
5.290987894978155,cardboard,4,416.64753281477806,mixed,snow,3,1
6.785471076310741,cardboard,4,50.50498298479085,urban,storm,2,1
2.5453379502995825,cardboard,8,899.2408786746539,mixed,clear,4,0
11.27716182705638,cardboard,8,698.2100480298595,highway,clear,0,0
1.981947855500894,bubble_wrap,5,308.564736470927,urban,clear,0,1
1.3574341616368035,bubble_wrap,6,280.36763926461106,urban,clear,0,0
8.474332620500203,cardboard,8,1138.1613228087824,highway,clear,1,1
7.374988081888808,wooden_crate,1,170.16066272689955,highway,rain,0,0
6.872359451156465,plastic_container,5,143.1881041363506,highway,rain,4,0
6.88503652779284,wooden_crate,4,1400.0616338204502,mixed,storm,2,0
4.963259681459256,cardboard,4,828.3848916929655,highway,storm,4,1
2.3082368855425055,wooden_crate,2,859.1399993858332,highway,clear,4,0
5.227413674581179,cardboard,10,108.5768968136699,highway,snow,0,0
2.968514865463665,cardboard,1,77.33140047082519,rural,clear,1,1
7.925359200253253,cardboard,6,13.187157210557816,rural,clear,1,1
4.558827855493584,plastic_container,7,135.27582571503288,rural,rain,3,1
2.5235084096224654,cardboard,5,744.0317594138743,urban,clear,1,0
4.03584247504102,cardboard,8,137.24369899248282,highway,snow,3,0
6.238794362826873,cardboard,9,653.0088255117614,rural,rain,2,0
3.308826341588076,plastic_container,2,145.11483432209457,mixed,snow,2,0
2.5333388133007055,bubble_wrap,4,251.50520277327044,highway,storm,1,0
5.731061634475737,cardboard,9,2042.0671299507883,urban,rain,0,0
5.734899713326168,bubble_wrap,5,140.39409914060678,highway,clear,1,1
3.4791704738866107,bubble_wrap,3,236.09952053844955,highway,clear,1,1
3.586885083145032,wooden_crate,6,179.11463311115443,rural,clear,1,1
5.696149812072909,cardboard,3,58.05627066527015,urban,clear,7,1
0.6557469755080279,plastic_container,5,336.5685051764614,highway,snow,2,1
0.7776086768703347,cardboard,3,237.96309719731605,urban,clear,3,0
2.8446673362426917,wooden_crate,6,593.536680208889,mixed,storm,4,1
4.359658544864458,cardboard,10,850.7616528449032,mixed,rain,2,1
5.932722696794014,cardboard,5,392.9051194870284,mixed,clear,1,0
9.426068650848656,cardboard,9,16.36306383757565,urban,clear,0,1
7.572978869606058,bubble_wrap,3,482.3760676037488,rural,clear,2,0
4.520184410109719,cardboard,6,28.491953956346993,urban,clear,2,0
4.9429513762919335,wooden_crate,8,479.0205416117097,highway,rain,2,0
1.9924119060865735,cardboard,7,577.6388608608277,urban,clear,6,0
4.94446059202283,wooden_crate,6,110.17848597859376,urban,rain,1,0
4.134024083239585,plastic_container,2,855.5862513054345,highway,clear,4,1
5.968155681014268,bubble_wrap,7,1210.0379507804855,mixed,rain,2,0
2.5183071693430312,wooden_crate,8,838.5559095166274,highway,snow,0,1
6.558039542723517,wooden_crate,1,182.00027698947858,urban,clear,4,1
9.598216739007732,cardboard,9,441.7218413672555,highway,clear,2,1
4.673719554629427,plastic_container,4,1231.4658341826275,urban,rain,2,0
6.205135166296825,cardboard,8,193.32024873871075,highway,storm,3,0
7.070431975133338,bubble_wrap,10,857.4765040900315,highway,clear,1,0
3.7963385843424913,wooden_crate,7,10.0,urban,clear,0,0
5.67227744543125,cardboard,10,10.0,urban,clear,0,1
5.037777202345384,cardboard,7,712.9578307538151,urban,clear,4,0
5.293028295646495,bubble_wrap,2,716.5831056822481,highway,clear,3,0
2.6809706484336004,plastic_container,1,777.8945184529553,urban,clear,1,1
5.073530522776828,plastic_container,4,1329.8217544255278,urban,rain,0,1
6.49399487373635,bubble_wrap,2,62.72850309528327,urban,clear,0,0
9.353430823385125,wooden_crate,8,131.9729976115451,mixed,clear,1,0
7.8778124782556205,plastic_container,10,1170.2728861056069,urban,clear,0,0
11.459547372534669,cardboard,7,97.54305778725839,urban,snow,2,1
2.6979573113358515,cardboard,8,573.2125617228878,mixed,clear,1,1
7.6169619101620345,wooden_crate,6,378.00408814206367,mixed,storm,3,1
5.550026017215055,plastic_container,1,43.42951803423435,mixed,rain,3,0
11.569408799653017,plastic_container,9,167.92078112812564,rural,clear,0,1
2.575105143934546,bubble_wrap,6,367.37246340823503,urban,clear,3,1
2.480834473457672,cardboard,10,956.4557305328456,highway,rain,2,0
3.2018220636679335,bubble_wrap,1,614.7111046974886,rural,rain,2,0
0.5,cardboard,1,486.2760172215077,mixed,rain,2,1
3.4227349349577167,cardboard,8,342.62213543021005,rural,rain,5,1
2.7226020153389063,wooden_crate,6,177.39834292384202,mixed,rain,4,0
5.451181359428623,cardboard,8,63.48784205494028,urban,clear,2,1
6.025267927331479,plastic_container,8,263.033961970417,urban,snow,5,1
10.628512517647659,bubble_wrap,8,14.466523397979408,mixed,rain,1,0
7.851271514558151,bubble_wrap,10,118.52989810895409,rural,clear,1,1
3.269289033012791,cardboard,7,283.24261821958527,mixed,rain,2,1
2.3047559859549263,cardboard,7,271.1626050907391,rural,rain,2,0
6.475757514519517,cardboard,10,22.65322096466675,urban,clear,0,0
1.0393003789380737,fragile_box,4,444.6542170698661,urban,clear,2,0
10.494376297563061,plastic_container,9,398.9031443010702,mixed,clear,1,0
8.538320362163862,bubble_wrap,2,40.66159491516356,urban,clear,2,0
3.5924730436858856,cardboard,9,1433.78433993859,highway,clear,0,0
0.5,plastic_container,10,52.33747477313698,urban,clear,3,0
9.061617122496239,cardboard,3,964.9392028073413,urban,clear,3,0
4.6563804642421465,cardboard,2,10.0,highway,clear,2,0
8.713448935920386,bubble_wrap,4,1069.7278288892865,rural,snow,0,1
0.5,plastic_container,5,10.0,highway,clear,1,0
3.2018749311386814,cardboard,2,709.0205633018928,urban,clear,3,1
5.015731099154549,cardboard,1,224.46624562106118,mixed,clear,1,0
